Autor,Pieza,Gen,Subg,Jornada,Parlamento,Verso,Personaje,Tipo,Sexo,Texto,Slbs,Ambiguo,NuclVoc,Rima,Consonancia,Ritmo
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,48,159,TESEO,,M,que en leyes de valor y bizarría,11,1,eEeeaOiaIa,ia,ria,-+---+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,48,160,TESEO,,M,"la desesperación no es valentía,",11,1,aeeeaOOEaeI,ia,tia,-----+++--+
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,48,161,TESEO,,M,"pues la mayor, más grande y la más fuerte",11,1,eaaOAAaAEe,ee,fweɾte,---+++-++-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,48,162,TESEO,,M,"es esperar, mas no buscar la muerte.",11,0,EeeAaOuAaEe,ee,mweɾte,+--+-+-+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,49,163,JASÓN,,X,"Si tú a tu misma rabia te condenas,",11,0,iUuIaAaeoEa,ea,denas,-+-+-+---+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,49,164,JASÓN,,X,aqueso es permitirles a las penas,11,0,aEEeiIeaaEa,ea,penas,-++--+---+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,49,165,JASÓN,,X,"que salgan con su intento,",7,0,eAaoiEo,eo,tento,-+---+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,49,166,JASÓN,,X,y aquel varón magnánimo que atento,11,0,aEaOaAioaEo,eo,tento,-+-+-+---+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,49,167,JASÓN,,X,vive a hacer sus trofeos inmortales,11,1,IaEuoEoioAe,ae,tales,+-+--+---+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,49,168,JASÓN,,X,ha de vivir a costa de sus males.,11,0,AeiIaOaeuAe,ae,males,+--+-+---+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,50,169,HÉRCULES,,X,"Es engaño, que un hombre",7,0,EeAoUOe,oe,ombɾe,+-+-++-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,50,170,HÉRCULES,,X,"no puede mayor fama, mayor nombre",11,0,OEeaOAaaOOe,oe,nombɾe,++--++--++-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,50,171,HÉRCULES,,X,adquirir que mostrando desta suerte,11,0,aiIeoAoEaEe,ee,sweɾte,--+--+-+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,50,172,HÉRCULES,,X,"que se puso de parte de su muerte,",11,0,eeUoeAeeuEe,ee,mweɾte,--+--+---+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,50,173,HÉRCULES,,X,"para que ella a matarle se atreviera,",11,0,aaeaaAeaeEa,ea,bjeɾa,-----+---+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,50,174,HÉRCULES,,X,que a mí sin mí mi muerte me temiera.,11,0,aIiIiEeeeEa,ea,mjeɾa,-+-+-+---+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,51,175,JASÓN,,X,La grande causa dudo,7,0,aAeAaUo,uo,dudo,-+-+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,51,176,JASÓN,,X,que a ese despecho avasallarte pudo.,11,0,EeeEaaaAeUo,uo,pudo,+--+---+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,52,177,TESEO,,M,Que haya ocasión no creo,7,1,AoaOOEo,eo,kɾeo,+--+++-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,53,178,TESEO y HÉRCULES,,MX,"para tanto furor. ¡Ay, gran Teseo!",11,0,aaAouOAAeEo,eo,seo,--+--+++-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,53,179,HÉRCULES,,X,"¡Ay, gran Jasón!, cuyos valientes bríos",11,0,AAaOuoaEeIo,io,bɾios,++-+---+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,53,180,HÉRCULES,,X,"bien acredita el ser amigos míos,",11,1,EaeIeEaIoIo,io,mios,+--+-+-+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,53,181,HÉRCULES,,X,"y ¡ay, amigos leales!,",7,1,AaIoeAe,ae,ales,+-+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,53,182,HÉRCULES,,X,hoy se ha llenado el número a mis males;,11,0,OAeAeUeaiAe,ae,males,++-+-+---+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,53,183,HÉRCULES,,X,"si la causa supiérades que tengo,",11,0,iaAauEaeeEo,eo,tengo,--+--+---+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,53,184,HÉRCULES,,X,la desesperación a que prevengo,11,0,aeeeaOaeeEo,eo,bengo,-----+---+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,53,185,HÉRCULES,,X,mi valor y mi vida,7,0,IaOiIa,ia,bida,+-+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,53,186,HÉRCULES,,X,"de los dos no estorbada, persuadida",11,0,eoOeoAaeaIa,ia,dida,--+--+---+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,54,187,HÉRCULES y JASÓN,,X,fuera. Ya que has llamado,7,1,EAeAaAo,ao,mado,++-+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,54,188,JASÓN,,X,"amigos a los dos, de tu cuidado",11,0,aIoaoOeuuAo,ao,dado,-+---+---+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,54,189,JASÓN,,X,haz a los dos testigos.,7,0,AaoOeIo,io,tigos,+--+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,190,HÉRCULES,,X,"Es tal que aun embarazan los amigos,",11,0,EAAeaAaoaIo,io,migos,+++--+---+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,191,HÉRCULES,,X,"mas, pues los tres en tantas ocasiones",11,0,AeoEeAaoaOe,oe,sjones,+--+-+---+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,192,HÉRCULES,,X,"tres almas, vidas tres, tres corazones",11,0,eAaIaeEoaOe,oe,θones,-+-+--+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,193,HÉRCULES,,X,en solo uno fundimos,7,0,eOuouIo,io,dimos,-+---+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,194,HÉRCULES,,X,"y con uno no más los tres vivimos,",11,0,ouoOAoEiIo,io,bimos,---++-+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,195,HÉRCULES,,X,atentos escuchad mis instrumentos,11,0,aEoeuAiiuEo,eo,mentos,-+---+---+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,196,HÉRCULES,,X,(mas no los escuchéis ni estéis atentos).,11,0,aOoeuEeEaEo,eo,tentos,-+---+-+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,197,HÉRCULES,,X,Ya sabéis que soy aquel,7,0,AaEeOaE,e,kel,+-+-+-+
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,198,HÉRCULES,,X,racional monstruo valiente,8,0,aoAOoaEe,ee,ljente,--++--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,199,HÉRCULES,,X,que ha coronado a su fama,8,0,AooAauAa,aa,fama,+--+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,200,HÉRCULES,,X,"de plumas y de laureles,",8,0,eUaeaEe,ee,ɾeles,-+---+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,201,HÉRCULES,,X,tan hecho siempre a vencer,8,0,AEoEaeE,e,θeɾ,++-+--+
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,202,HÉRCULES,,X,y a matar tan hecho siempre,8,0,aaAAEoEe,ee,sjempɾe,--+++-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,203,HÉRCULES,,X,que apenas supe mi vida,8,0,aEaUeiIa,ia,bida,-+-+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,204,HÉRCULES,,X,cuando supieron su muerte:,8,0,aouEouEe,ee,mweɾte,---+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,205,HÉRCULES,,X,díganlo a voces las fieras;,8,0,IaaOeaEa,ea,fjeɾas,+--+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,206,HÉRCULES,,X,"la fama, el tiempo lo cuente;",8,0,aAeEooEe,ee,kwente,-+-+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,207,HÉRCULES,,X,"la memoria lo repita,",8,0,aeOaoeIa,ia,pita,--+---+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,208,HÉRCULES,,X,pues en el primero albergue,8,0,eeeiEaEe,ee,beɾge,----+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,209,HÉRCULES,,X,"de mi cuna a dos sedientas,",8,0,eiUaOeEa,ea,djentas,--+-+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,210,HÉRCULES,,X,"dos tiranas, dos aleves",8,0,oiAaOaEe,ee,lebes,--+-+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,211,HÉRCULES,,X,"víboras, que de mi sangre",8,0,IoaeeiAe,ae,sangɾe,+-----+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,212,HÉRCULES,,X,"se alimentaban crueles,",8,1,aieAauEe,ee,eles,---+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,213,HÉRCULES,,X,"eché las manos, sintiendo",8,0,eEaAoiEo,eo,tjendo,-+-+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,214,HÉRCULES,,X,"que en el corazón me muerden,",8,0,eeoaOeEe,ee,mweɾden,----+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,215,HÉRCULES,,X,y sin instinto y con rabia,8,0,iiIoAa,aa,rabja,--+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,216,HÉRCULES,,X,las apreté de tal suerte,8,0,aaeEeAEe,ee,sweɾte,---+-++-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,217,HÉRCULES,,X,que reventaron –¿qué mucho,8,0,eeeAoEUo,uo,mutʃo,---+-++-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,218,HÉRCULES,,X,"que allí mis manos venciesen,",8,0,aIiAoeEe,ee,θjesen,-+-+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,219,HÉRCULES,,X,si eran diez áspides y ellas,8,0,EaEAieEa,ea,eʎas,+-++--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,220,HÉRCULES,,X,dos víboras solamente?–.,8,0,OIoaOaEe,ee,mente,++--+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,221,HÉRCULES,,X,"Crecí prodigio, crecí",8,0,eIoIoeI,i,θi,-+-+--+
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,222,HÉRCULES,,X,asombro a la humana gente,8,0,aOauAaEe,ee,xente,-+--+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,223,HÉRCULES,,X,"tan destinado a fatigas,",8,0,AeiAaaIa,ia,tigas,+--+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,224,HÉRCULES,,X,a desaires y a desdenes,8,0,aeAeaeEe,ee,denes,--+---+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,225,HÉRCULES,,X,de la fortuna que toda,8,0,eaoUaeOa,oa,toda,---+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,226,HÉRCULES,,X,su saña junta parece,8,0,UAaUaaEe,ee,ɾeθe,++-+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,227,HÉRCULES,,X,que contra mí amotinada,8,0,eoaIoiAa,aa,nada,---+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,228,HÉRCULES,,X,"o se conjura o se mueve,",8,0,oeoUoeEe,ee,mwebe,---+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,229,HÉRCULES,,X,"pero en vano, pues no hubo",8,1,eeAoeOUo,uo,ubo,--+--++-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,230,HÉRCULES,,X,fiera que me redimiese,8,0,EaeeeiEe,ee,mjese,+-----+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,231,HÉRCULES,,X,ni por lo veloz su piel,8,0,iooeOuE,e,pjel,----+-+
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,232,HÉRCULES,,X,ni su testa por lo fuerte:,8,0,iuEaooEe,ee,fweɾte,--+---+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,233,HÉRCULES,,X,aquélla para vestirme,8,0,aEaaaeIe,ie,tiɾme,-+----+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,234,HÉRCULES,,X,al arbitrio de sus pieles,8,0,aaIoeuEe,ee,pjeles,--+---+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,235,HÉRCULES,,X,y ésta para que de adorno,8,0,EaaaeaOo,oo,doɾno,+-----+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,236,HÉRCULES,,X,"a mis umbrales sirviese,",8,0,aiuAeiEe,ee,bjese,---+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,237,HÉRCULES,,X,"que, como rey destos montes,",8,0,eooEEoOe,oe,montes,---++-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,238,HÉRCULES,,X,en sus frisos y linteles,8,0,euIoiEe,ee,teles,--+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,239,HÉRCULES,,X,tengo guarda de animales,8,0,EoAaaiAe,ae,males,+-+---+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,240,HÉRCULES,,X,para cuando salga y entre.,8,1,aaaoAaEe,ee,entɾe,----+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,241,HÉRCULES,,X,"El rey de todos lo diga,",8,0,eEeOooIa,ia,diga,-+-+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,242,HÉRCULES,,X,dígalo el signo rugiente,8,0,IaeIouEe,ee,xjente,+--+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,243,HÉRCULES,,X,"de julio, a cuyo bramido",8,1,eUauoaIo,io,mido,-+----+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,244,HÉRCULES,,X,"todo el Flegra se estremece,",8,0,oeEaeeEe,ee,meθe,--+---+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,245,HÉRCULES,,X,pues tal vez que para mí,8,0,eAEeaaI,i,mi,-++---+
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,246,HÉRCULES,,X,"vino erizando la frente,",8,0,IeiAoaEe,ee,fɾente,+--+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,247,HÉRCULES,,X,escarapelando el cuello,8,0,eaaeAeEo,eo,kweʎo,----+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,248,HÉRCULES,,X,"la melena que de él pende,",8,0,aeEaeEEe,ee,pende,--+--++-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,249,HÉRCULES,,X,rugando el ceño y sacando,8,0,uAeEaAo,ao,kando,-+-+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,250,HÉRCULES,,X,de la vainas donde tiene,8,0,eaAaoeEe,ee,tjene,--+---+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,251,HÉRCULES,,X,"sus corvos alfanjes, yo",8,0,UOoaAeO,o,jo,++--+-+
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,252,HÉRCULES,,X,con las manos solamente,8,0,oaAoOaEe,ee,mente,--+-+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,253,HÉRCULES,,X,"hice la presa en su boca,",8,0,IeaEeuOa,oa,boka,+--+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,254,HÉRCULES,,X,donde no pudo saberse,8,0,oeOUoaEe,ee,beɾse,--++--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,255,HÉRCULES,,X,de sus dientes o mis dedos,8,0,euEeoiEo,eo,dedos,--+---+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,256,HÉRCULES,,X,o cuáles los dedos fuesen,8,0,oAeoEoEe,ee,fwesen,-+--+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,257,HÉRCULES,,X,"o cuáles los dientes, pues,",8,0,oAeoEeE,e,pwes,-+--+-+
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,258,HÉRCULES,,X,"competidos igualmente,",8,0,oeIoiAEe,ee,mente,--+--++-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,259,HÉRCULES,,X,yo le mordí con las manos,8,0,oeoIoaAo,ao,manos,---+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,260,HÉRCULES,,X,"y él me tentó con los dientes,",8,0,EeeOooEe,ee,djentes,+--+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,261,HÉRCULES,,X,sin saber uno de otro,8,0,iaEuoeOo,oo,otɾo,--+---+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,262,HÉRCULES,,X,"quién es, quién toca o quién muerde",8,0,EEEOoEEe,ee,mweɾde,++++-++-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,263,HÉRCULES,,X,"hasta que, desencajados",8,0,aaeeeaAo,ao,xados,------+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,264,HÉRCULES,,X,"los dos dentados arneses,",8,0,oOeAoaEe,ee,neses,-+-+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,265,HÉRCULES,,X,"abrió de una vez la boca,",8,0,aOUaEaOa,oa,boka,-++-+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,266,HÉRCULES,,X,haciéndole que se diese,8,0,aEoeeeEe,ee,djese,-+----+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,267,HÉRCULES,,X,con esta parte en el lomo,8,0,oEaAeeOo,oo,lomo,-+-+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,268,HÉRCULES,,X,y con estotra en el vientre;,8,0,oeOeeEe,ee,bjentɾe,--+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,269,HÉRCULES,,X,"el espín lo diga, pues,",8,0,eeIoIaE,e,pwes,--+-+-+
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,270,HÉRCULES,,X,"aunque de sus flechas juegue,",8,0,aeeuEaEe,ee,xwege,----+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,271,HÉRCULES,,X,no le bastó para mí,8,0,OeaOaaI,i,mi,+--+--+
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,272,HÉRCULES,,X,el ser aljaba viviente;,8,0,eEaAaiEe,ee,bjente,-+-+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,273,HÉRCULES,,X,Aqueloo en las formas varias,8,0,aeeaOaAa,aa,baɾjas,----+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,274,HÉRCULES,,X,"de hombre, de toro y de sierpe,",8,0,OeeOeEe,ee,sjeɾpe,+--+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,275,HÉRCULES,,X,cuyo trofeo es la copia,8,1,uooEEaOa,oa,kopja,---++-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,276,HÉRCULES,,X,que Flora abundante vierte;,8,0,eOauAeEe,ee,bjeɾte,-+--+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,277,HÉRCULES,,X,Gerïón con tres semblantes,8,0,eiOoEeAe,ae,blantes,--+-+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,278,HÉRCULES,,X,"de tres rostros diferentes,",8,0,eEOoieEe,ee,ɾentes,-++---+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,279,HÉRCULES,,X,siendo trofeo a mis plantas,8,1,EooEaiAa,aa,plantas,+--+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,56,280,HÉRCULES y JASÓN,,X,"cuando de mis manos... Tente,",8,0,aoeiAoEe,ee,tente,----+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,56,281,JASÓN,,X,que para saber tus hechos,8,0,eaaaEuEo,eo,etʃos,----+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,56,282,JASÓN,,X,"no importa que los acuerdes,",8,0,iOaeoaEe,ee,kweɾdes,-+----+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,56,283,JASÓN,,X,"mas, si para desahogarte",8,0,AiaaeoAe,ae,gaɾte,+-----+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,56,284,JASÓN,,X,"quiere el dolor que los cuentes,",8,0,EeoOeoEe,ee,kwentes,+--+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,56,285,JASÓN,,X,no repitas los menores,8,0,OeIaoeOe,oe,noɾes,+-+---+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,56,286,JASÓN,,X,cuando los mayores puedes:,8,0,aooaOeEe,ee,pwedes,----+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,56,287,JASÓN,,X,di que al trifauce feroz,8,0,IaiAeeO,o,ɾoθ,+--+--+
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,56,288,JASÓN,,X,"Cerbero, que a cargo tiene",8,0,eEoaAoEe,ee,tjene,-+--+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,56,289,JASÓN,,X,"el infierno, siendo guarda",8,0,eiEoEoAa,aa,gwaɾda,--+-+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,56,290,JASÓN,,X,"de todo el Cocito, prendes;",8,0,eoeoIoEe,ee,pɾendes,----+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,56,291,JASÓN,,X,"di que sus gargantas tres,",8,0,IeuaAaE,e,tɾes,+---+-+
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,56,292,JASÓN,,X,"a solo un yugo obedientes,",8,0,aOUUoeEe,ee,djentes,-+++--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,56,293,JASÓN,,X,dominaron las cervices,8,0,oiAoaeIe,ie,biθes,--+---+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,56,294,JASÓN,,X,"hasta aquel punto rebeldes,",8,0,aaEUoeEe,ee,beldes,--++--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,56,295,JASÓN,,X,cuya saliva escupida,8,1,uaaIeuIa,ia,pida,---+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,56,296,JASÓN,,X,con las bascas de la muerte,8,0,oaAaeaEe,ee,mweɾte,--+---+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,56,297,JASÓN,,X,fue tósigo de las yerbas,8,0,EOioeaEa,ea,jeɾbas,++----+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,56,298,JASÓN,,X,que él escupe y ellas beben;,8,1,EeUeeaEe,ee,beben,+-+---+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,56,299,JASÓN,,X,di que a las fieras arpías,8,1,IaaEaaIa,ia,pias,+--+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,56,300,JASÓN,,X,"de Fineo, aves crueles",8,1,eiEAeuEe,ee,eles,--++--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,56,301,JASÓN,,X,que con rostro humano y plumas,8,0,eoOuAUa,ua,plumas,--+-++-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,56,302,JASÓN,,X,"monstruos de entrambas especies,",8,0,OoeAaeEe,ee,peθjes,+--+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,56,303,JASÓN,,X,"desterraste; que a la Hidra,",8,1,eeAeaaIa,ia,idɾa,--+---+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,56,304,JASÓN,,X,"cuerpo de gargantas siete,",8,0,EoeaAaEe,ee,sjete,+---+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,56,305,JASÓN,,X,"venciste, atajando que una",8,0,eiaaAoUa,ua,una,----+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,56,306,JASÓN,,X,otras tantas acreciente;,8,0,oaaaaeEe,ee,θjente,------+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,57,307,JASÓN y TESEO,,XM,di... ¿Por qué le embarazas,8,0,IoEeeaAa,aa,ɾaθas,+-+---+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,57,308,TESEO,,M,"que él lo diga, si tú emprendes",8,0,EoIaiUEe,ee,pɾendes,+-+--++-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,57,309,TESEO,,M,para atajar sus discursos,8,0,aaaAuiUo,uo,kuɾsos,---+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,57,310,TESEO,,M,alargar los tuyos? Cesen,8,0,aaAoUoEe,ee,θesen,--+-+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,57,311,TESEO,,M,"unos y otros con decir,",8,0,uooooeI,i,θiɾ,------+
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,57,312,TESEO,,M,por que sus fatigas lleguen,8,0,oeuaIaEe,ee,ʎegen,----+-+-
